anio;jurisdiccion;empresa
05/2017;MUNICIPAL;"EMPRESA 501 SA"
05/2017;MUNICIPAL;"EMPRESA CINCO DE AGOSTO S.R.L."
05/2017;MUNICIPAL;"EMPRESA CIUDAD DE SAN FERNANDO SA"
05/2017;MUNICIPAL;"EMPRESA DE TRANSPORTE PARQUE COSTERO DEL SUR S.R.L"
05/2017;MUNICIPAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A."
05/2017;MUNICIPAL;"EMPRESA DE TRANSPORTES SANTA RITA  SRL"
05/2017;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L."
05/2017;MUNICIPAL;"EMPRESA LINEA 216 S.A.T."
05/2017;MUNICIPAL;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL"
05/2017;MUNICIPAL;"EMPRESA MONTE GRANDE S.A. LINEA 501"
05/2017;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T."
05/2017;MUNICIPAL;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L."
05/2017;MUNICIPAL;"EMRESA MONTERREY S.R.L."
05/2017;MUNICIPAL;"EXPRESO ARSENO SRL"
05/2017;MUNICIPAL;"EXPRESO EMPALME LOBOS S.R.L."
05/2017;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A."
05/2017;MUNICIPAL;"EXPRESO VILLA GALICIA SAN JOSE S.A."
05/2017;MUNICIPAL;"EXPRESO VILLA NUEVA S.A."
05/2017;MUNICIPAL;"FUERTE BARRAGAN S.A.T.I.C.I."
05/2017;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
05/2017;MUNICIPAL;"LA CABAÑA S.A."
05/2017;MUNICIPAL;"LA CENTRAL DE ESCOBAR SA"
05/2017;MUNICIPAL;"LA PRIMERA DE GRAND BOURG S.A."
05/2017;MUNICIPAL;"LA PRIMERA DE LA ESCONDIDA SRL"
05/2017;MUNICIPAL;"LA PRIMERA DE MALVINAS ARGENTINAS UTE"
05/2017;MUNICIPAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
05/2017;MUNICIPAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
05/2017;MUNICIPAL;"LINEA SESENTA SA"
05/2017;MUNICIPAL;"MICRO OMNIBUS AVENIDA S.A."
05/2017;MUNICIPAL;"MICRO OMNIBUS ESTE S.A"
05/2017;MUNICIPAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC"
05/2017;MUNICIPAL;"MICRO OMNIBUS GRAL PACHECO SRL"
05/2017;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A"
05/2017;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
05/2017;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A."
05/2017;MUNICIPAL;"MICROEXPRES S.A."
05/2017;MUNICIPAL;"NUEVO BUS DE OLAVARRÍA SRL"
05/2017;MUNICIPAL;"NUEVO IDEAL S.A."
05/2017;MUNICIPAL;"PILAR BUS S.A"
05/2017;MUNICIPAL;"RUTA BUS S.A."
05/2017;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES"
05/2017;MUNICIPAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
05/2017;MUNICIPAL;"SERGIO A. RIVAS S.R.L"
05/2017;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L."
05/2017;MUNICIPAL;"TRANSPORTE DEL SUR S.R.L."
05/2017;MUNICIPAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
05/2017;MUNICIPAL;"TRANSPORTES LA PERLITA S.A."
05/2017;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A."
05/2017;MUNICIPAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I."
05/2017;MUNICIPAL;"UNION PLATENSE SRL"
05/2017;MUNICIPAL;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T"
05/2017;MUNICIPAL;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS"
05/2017;MUNICIPAL;"UTENOR SA L 722"
05/2017;MUNICIPAL;"YITOS S.A."
04/2017;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I"
04/2017;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL"
04/2017;MUNICIPAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL"
04/2017;MUNICIPAL;"CIA LA PAZ AMADOR MOURE SACIFIYA"
04/2017;MUNICIPAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278"
04/2017;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L."
04/2017;MUNICIPAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI"
04/2017;MUNICIPAL;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA"
04/2017;MUNICIPAL;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA"
04/2017;MUNICIPAL;"EL URBANO SRL"
04/2017;MUNICIPAL;"EMPRESA 501 SA"
04/2017;MUNICIPAL;"EMPRESA CINCO DE AGOSTO S.R.L."
04/2017;MUNICIPAL;"EMPRESA CIUDAD DE SAN FERNANDO SA"
04/2017;MUNICIPAL;"EMPRESA DE TRANSPORTE PARQUE COSTERO DEL SUR S.R.L"
04/2017;MUNICIPAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A."
04/2017;MUNICIPAL;"EMPRESA DE TRANSPORTES SANTA RITA  SRL"
04/2017;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L."
04/2017;MUNICIPAL;"EMPRESA LINEA 216 S.A.T."
04/2017;MUNICIPAL;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL"
04/2017;MUNICIPAL;"EMPRESA MONTE GRANDE S.A. LINEA 501"
04/2017;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T."
04/2017;MUNICIPAL;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L."
04/2017;MUNICIPAL;"EMRESA MONTERREY S.R.L."
04/2017;MUNICIPAL;"EXPRESO ARSENO SRL"
04/2017;MUNICIPAL;"EXPRESO EMPALME LOBOS S.R.L."
04/2017;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A."
04/2017;MUNICIPAL;"EXPRESO VILLA GALICIA SAN JOSE S.A."
04/2017;MUNICIPAL;"EXPRESO VILLA NUEVA S.A."
04/2017;MUNICIPAL;"FUERTE BARRAGAN S.A.T.I.C.I."
04/2017;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
04/2017;MUNICIPAL;"LA CABAÑA S.A."
04/2017;MUNICIPAL;"LA CENTRAL DE ESCOBAR SA"
04/2017;MUNICIPAL;"LA PRIMERA DE GRAND BOURG S.A."
04/2017;MUNICIPAL;"LA PRIMERA DE LA ESCONDIDA SRL"
04/2017;MUNICIPAL;"LA PRIMERA DE MALVINAS ARGENTINAS UTE"
04/2017;MUNICIPAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
04/2017;MUNICIPAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
04/2017;MUNICIPAL;"LINEA SESENTA SA"
04/2017;MUNICIPAL;"MICRO OMNIBUS AVENIDA S.A."
04/2017;MUNICIPAL;"MICRO OMNIBUS ESTE S.A"
04/2017;MUNICIPAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC"
04/2017;MUNICIPAL;"MICRO OMNIBUS GRAL PACHECO SRL"
04/2017;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A"
04/2017;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
04/2017;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A."
04/2017;MUNICIPAL;"MICROEXPRES S.A."
04/2017;MUNICIPAL;"NUEVO BUS DE OLAVARRÍA SRL"
04/2017;MUNICIPAL;"NUEVO IDEAL S.A."
04/2017;MUNICIPAL;"PILAR BUS S.A"
04/2017;MUNICIPAL;"RUTA BUS S.A."
04/2017;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES"
04/2017;MUNICIPAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
04/2017;MUNICIPAL;"SERGIO A. RIVAS S.R.L"
04/2017;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L."
04/2017;MUNICIPAL;"TRANSPORTE DEL SUR S.R.L."
04/2017;MUNICIPAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
04/2017;MUNICIPAL;"TRANSPORTES LA PERLITA S.A."
04/2017;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A."
04/2017;MUNICIPAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I."
04/2017;MUNICIPAL;"UNION PLATENSE SRL"
04/2017;MUNICIPAL;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T"
04/2017;MUNICIPAL;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS"
04/2017;MUNICIPAL;"UTENOR SA L 722"
04/2017;MUNICIPAL;"YITOS S.A."
03/2017;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I"
03/2017;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL"
03/2017;MUNICIPAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL"
03/2017;MUNICIPAL;"CIA LA PAZ AMADOR MOURE SACIFIYA"
03/2017;MUNICIPAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278"
03/2017;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L."
03/2017;MUNICIPAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI"
03/2017;MUNICIPAL;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA"
03/2017;MUNICIPAL;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA"
03/2017;MUNICIPAL;"EL URBANO SRL"
03/2017;MUNICIPAL;"EMPRESA 501 SA"
03/2017;MUNICIPAL;"EMPRESA CINCO DE AGOSTO S.R.L."
03/2017;MUNICIPAL;"EMPRESA CIUDAD DE SAN FERNANDO SA"
03/2017;MUNICIPAL;"EMPRESA DE TRANSPORTE PARQUE COSTERO DEL SUR S.R.L"
03/2017;MUNICIPAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A."
03/2017;MUNICIPAL;"EMPRESA DE TRANSPORTES SANTA RITA  SRL"
03/2017;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L."
03/2017;MUNICIPAL;"EMPRESA LINEA 216 S.A.T."
03/2017;MUNICIPAL;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL"
03/2017;MUNICIPAL;"EMPRESA MONTE GRANDE S.A. LINEA 501"
03/2017;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T."
03/2017;MUNICIPAL;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L."
03/2017;MUNICIPAL;"EMRESA MONTERREY S.R.L."
03/2017;MUNICIPAL;"EXPRESO ARSENO SRL"
03/2017;MUNICIPAL;"EXPRESO EMPALME LOBOS S.R.L."
03/2017;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A."
03/2017;MUNICIPAL;"EXPRESO VILLA GALICIA SAN JOSE S.A."
03/2017;MUNICIPAL;"EXPRESO VILLA NUEVA S.A."
03/2017;MUNICIPAL;"FUERTE BARRAGAN S.A.T.I.C.I."
03/2017;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
03/2017;MUNICIPAL;"LA CABAÑA S.A."
03/2017;MUNICIPAL;"LA CENTRAL DE ESCOBAR SA"
03/2017;MUNICIPAL;"LA PRIMERA DE GRAND BOURG S.A."
03/2017;MUNICIPAL;"LA PRIMERA DE LA ESCONDIDA SRL"
03/2017;MUNICIPAL;"LA PRIMERA DE MALVINAS ARGENTINAS UTE"
03/2017;MUNICIPAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
03/2017;MUNICIPAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
03/2017;MUNICIPAL;"LINEA SESENTA SA"
03/2017;MUNICIPAL;"MICRO OMNIBUS AVENIDA S.A."
03/2017;MUNICIPAL;"MICRO OMNIBUS ESTE S.A"
03/2017;MUNICIPAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC"
03/2017;MUNICIPAL;"MICRO OMNIBUS GRAL PACHECO SRL"
03/2017;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A"
03/2017;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
03/2017;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A."
03/2017;MUNICIPAL;"MICROEXPRES S.A."
03/2017;MUNICIPAL;"NUEVO BUS DE OLAVARRÍA SRL"
03/2017;MUNICIPAL;"NUEVO IDEAL S.A."
03/2017;MUNICIPAL;"PILAR BUS S.A"
03/2017;MUNICIPAL;"RUTA BUS S.A."
03/2017;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES"
03/2017;MUNICIPAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
03/2017;MUNICIPAL;"SERGIO A. RIVAS S.R.L"
03/2017;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L."
03/2017;MUNICIPAL;"TRANSPORTE DEL SUR S.R.L."
03/2017;MUNICIPAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
03/2017;MUNICIPAL;"TRANSPORTES LA PERLITA S.A."
03/2017;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A."
03/2017;MUNICIPAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I."
03/2017;MUNICIPAL;"UNION PLATENSE SRL"
03/2017;MUNICIPAL;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T"
03/2017;MUNICIPAL;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS"
03/2017;MUNICIPAL;"UTENOR SA L 722"
03/2017;MUNICIPAL;"YITOS S.A."
02/2017;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I"
02/2017;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL"
02/2017;MUNICIPAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL"
02/2017;MUNICIPAL;"CIA LA PAZ AMADOR MOURE SACIFIYA"
02/2017;MUNICIPAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278"
02/2017;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L."
02/2017;MUNICIPAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI"
02/2017;MUNICIPAL;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA"
02/2017;MUNICIPAL;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA"
02/2017;MUNICIPAL;"EL URBANO SRL"
02/2017;MUNICIPAL;"EMPRESA 501 SA"
02/2017;MUNICIPAL;"EMPRESA CINCO DE AGOSTO S.R.L."
02/2017;MUNICIPAL;"EMPRESA CIUDAD DE SAN FERNANDO SA"
02/2017;MUNICIPAL;"EMPRESA DE TRANSPORTE PARQUE COSTERO DEL SUR S.R.L"
02/2017;MUNICIPAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A."
02/2017;MUNICIPAL;"EMPRESA DE TRANSPORTES SANTA RITA  SRL"
02/2017;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L."
02/2017;MUNICIPAL;"EMPRESA LINEA 216 S.A.T."
02/2017;MUNICIPAL;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL"
02/2017;MUNICIPAL;"EMPRESA MONTE GRANDE S.A. LINEA 501"
02/2017;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T."
02/2017;MUNICIPAL;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L."
02/2017;MUNICIPAL;"EMRESA MONTERREY S.R.L."
02/2017;MUNICIPAL;"EXPRESO ARSENO SRL"
02/2017;MUNICIPAL;"EXPRESO EMPALME LOBOS S.R.L."
02/2017;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A."
02/2017;MUNICIPAL;"EXPRESO VILLA GALICIA SAN JOSE S.A."
02/2017;MUNICIPAL;"EXPRESO VILLA NUEVA S.A."
02/2017;MUNICIPAL;"FUERTE BARRAGAN S.A.T.I.C.I."
02/2017;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
02/2017;MUNICIPAL;"LA CABAÑA S.A."
02/2017;MUNICIPAL;"LA CENTRAL DE ESCOBAR SA"
02/2017;MUNICIPAL;"LA PRIMERA DE GRAND BOURG S.A."
02/2017;MUNICIPAL;"LA PRIMERA DE LA ESCONDIDA SRL"
02/2017;MUNICIPAL;"LA PRIMERA DE MALVINAS ARGENTINAS UTE"
02/2017;MUNICIPAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
02/2017;MUNICIPAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
02/2017;MUNICIPAL;"LINEA SESENTA SA"
02/2017;MUNICIPAL;"MICRO OMNIBUS AVENIDA S.A."
02/2017;MUNICIPAL;"MICRO OMNIBUS ESTE S.A"
02/2017;MUNICIPAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC"
02/2017;MUNICIPAL;"MICRO OMNIBUS GRAL PACHECO SRL"
02/2017;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A"
02/2017;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
02/2017;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A."
02/2017;MUNICIPAL;"MICROEXPRES S.A."
02/2017;MUNICIPAL;"NUEVO BUS DE OLAVARRÍA SRL"
02/2017;MUNICIPAL;"NUEVO IDEAL S.A."
02/2017;MUNICIPAL;"PILAR BUS S.A"
02/2017;MUNICIPAL;"RUTA BUS S.A."
02/2017;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES"
02/2017;MUNICIPAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
02/2017;MUNICIPAL;"SERGIO A. RIVAS S.R.L"
02/2017;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L."
02/2017;MUNICIPAL;"TRANSPORTE DEL SUR S.R.L."
02/2017;MUNICIPAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
02/2017;MUNICIPAL;"TRANSPORTES LA PERLITA S.A."
02/2017;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A."
02/2017;MUNICIPAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I."
02/2017;MUNICIPAL;"UNION PLATENSE SRL"
02/2017;MUNICIPAL;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T"
02/2017;MUNICIPAL;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS"
02/2017;MUNICIPAL;"UTENOR SA L 722"
02/2017;MUNICIPAL;"YITOS S.A."
01/2017;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I"
01/2017;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL"
01/2017;MUNICIPAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL"
01/2017;MUNICIPAL;"CIA LA PAZ AMADOR MOURE SACIFIYA"
01/2017;MUNICIPAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278"
01/2017;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L."
01/2017;MUNICIPAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI"
01/2017;MUNICIPAL;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA"
01/2017;MUNICIPAL;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA"
01/2017;MUNICIPAL;"EL URBANO SRL"
01/2017;MUNICIPAL;"EMPRESA 501 SA"
01/2017;MUNICIPAL;"EMPRESA CINCO DE AGOSTO S.R.L."
01/2017;MUNICIPAL;"EMPRESA CIUDAD DE SAN FERNANDO SA"
01/2017;MUNICIPAL;"EMPRESA DE TRANSPORTE PARQUE COSTERO DEL SUR S.R.L"
01/2017;MUNICIPAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A."
01/2017;MUNICIPAL;"EMPRESA DE TRANSPORTES SANTA RITA  SRL"
01/2017;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L."
01/2017;MUNICIPAL;"EMPRESA LINEA 216 S.A.T."
01/2017;MUNICIPAL;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL"
01/2017;MUNICIPAL;"EMPRESA MONTE GRANDE S.A. LINEA 501"
01/2017;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T."
01/2017;MUNICIPAL;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L."
01/2017;MUNICIPAL;"EMRESA MONTERREY S.R.L."
01/2017;MUNICIPAL;"EXPRESO ARSENO SRL"
01/2017;MUNICIPAL;"EXPRESO EMPALME LOBOS S.R.L."
01/2017;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A."
01/2017;MUNICIPAL;"EXPRESO VILLA GALICIA SAN JOSE S.A."
01/2017;MUNICIPAL;"EXPRESO VILLA NUEVA S.A."
01/2017;MUNICIPAL;"FUERTE BARRAGAN S.A.T.I.C.I."
01/2017;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
01/2017;MUNICIPAL;"LA CABAÑA S.A."
01/2017;MUNICIPAL;"LA CENTRAL DE ESCOBAR SA"
01/2017;MUNICIPAL;"LA PRIMERA DE GRAND BOURG S.A."
01/2017;MUNICIPAL;"LA PRIMERA DE LA ESCONDIDA SRL"
01/2017;MUNICIPAL;"LA PRIMERA DE MALVINAS ARGENTINAS UTE"
01/2017;MUNICIPAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
01/2017;MUNICIPAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
01/2017;MUNICIPAL;"LINEA SESENTA SA"
01/2017;MUNICIPAL;"MICRO OMNIBUS AVENIDA S.A."
01/2017;MUNICIPAL;"MICRO OMNIBUS ESTE S.A"
01/2017;MUNICIPAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC"
01/2017;MUNICIPAL;"MICRO OMNIBUS GRAL PACHECO SRL"
01/2017;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A"
01/2017;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
01/2017;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A."
01/2017;MUNICIPAL;"MICROEXPRES S.A."
01/2017;MUNICIPAL;"NUEVO BUS DE OLAVARRÍA SRL"
01/2017;MUNICIPAL;"NUEVO IDEAL S.A."
01/2017;MUNICIPAL;"PILAR BUS S.A"
01/2017;MUNICIPAL;"RUTA BUS S.A."
01/2017;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES"
01/2017;MUNICIPAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
01/2017;MUNICIPAL;"SERGIO A. RIVAS S.R.L"
01/2017;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L."
01/2017;MUNICIPAL;"TRANSPORTE DEL SUR S.R.L."
01/2017;MUNICIPAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
01/2017;MUNICIPAL;"TRANSPORTES LA PERLITA S.A."
01/2017;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A."
01/2017;MUNICIPAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I."
01/2017;MUNICIPAL;"UNION PLATENSE SRL"
01/2017;MUNICIPAL;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T"
01/2017;MUNICIPAL;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS"
01/2017;MUNICIPAL;"UTENOR SA L 722"
01/2017;MUNICIPAL;"YITOS S.A."
12/2016;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I"
12/2016;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL"
12/2016;MUNICIPAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL"
12/2016;MUNICIPAL;"CIA LA PAZ AMADOR MOURE SACIFIYA"
12/2016;MUNICIPAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278"
12/2016;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L."
12/2016;MUNICIPAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI"
12/2016;MUNICIPAL;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA"
12/2016;MUNICIPAL;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA"
12/2016;MUNICIPAL;"EL URBANO SRL"
12/2016;MUNICIPAL;"EMPRESA 501 SA"
12/2016;MUNICIPAL;"EMPRESA CINCO DE AGOSTO S.R.L."
12/2016;MUNICIPAL;"EMPRESA CIUDAD DE SAN FERNANDO SA"
12/2016;MUNICIPAL;"EMPRESA DE TRANSPORTE PARQUE COSTERO DEL SUR S.R.L"
12/2016;MUNICIPAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A."
12/2016;MUNICIPAL;"EMPRESA DE TRANSPORTES SANTA RITA  SRL"
12/2016;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L."
12/2016;MUNICIPAL;"EMPRESA LINEA 216 S.A.T."
12/2016;MUNICIPAL;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL"
12/2016;MUNICIPAL;"EMPRESA MONTE GRANDE S.A. LINEA 501"
12/2016;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T."
12/2016;MUNICIPAL;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L."
12/2016;MUNICIPAL;"EMRESA MONTERREY S.R.L."
12/2016;MUNICIPAL;"EXPRESO ARSENO SRL"
12/2016;MUNICIPAL;"EXPRESO EMPALME LOBOS S.R.L."
12/2016;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A."
12/2016;MUNICIPAL;"EXPRESO VILLA GALICIA SAN JOSE S.A."
12/2016;MUNICIPAL;"EXPRESO VILLA NUEVA S.A."
12/2016;MUNICIPAL;"FUERTE BARRAGAN S.A.T.I.C.I."
12/2016;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
12/2016;MUNICIPAL;"LA CABAÑA S.A."
12/2016;MUNICIPAL;"LA CENTRAL DE ESCOBAR SA"
12/2016;MUNICIPAL;"LA PRIMERA DE GRAND BOURG S.A."
12/2016;MUNICIPAL;"LA PRIMERA DE LA ESCONDIDA SRL"
12/2016;MUNICIPAL;"LA PRIMERA DE MALVINAS ARGENTINAS UTE"
12/2016;MUNICIPAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
12/2016;MUNICIPAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
12/2016;MUNICIPAL;"LINEA SESENTA SA"
12/2016;MUNICIPAL;"MICRO OMNIBUS AVENIDA S.A."
12/2016;MUNICIPAL;"MICRO OMNIBUS ESTE S.A"
12/2016;MUNICIPAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC"
12/2016;MUNICIPAL;"MICRO OMNIBUS GRAL PACHECO SRL"
12/2016;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A"
12/2016;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
12/2016;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A."
12/2016;MUNICIPAL;"MICROEXPRES S.A."
12/2016;MUNICIPAL;"NUEVO BUS DE OLAVARRÍA SRL"
