GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
O_Ins_community,Smoking cessation support is cost-covered in the community,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Partially,,,,,,
O_Ins_community,Smoking cessation support is cost-covered in the community,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Partially,,,,,,
O_Ins_community,Smoking cessation support is cost-covered in the community,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Partially,,,,,,
O_Ins_hlth_clin,Smoking cessation support is cost-covered in health clinics or other primary care facilities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,Fully,,,,,,
O_Ins_hlth_clin,Smoking cessation support is cost-covered in health clinics or other primary care facilities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,Fully,,,,,,
O_Ins_hlth_clin,Smoking cessation support is cost-covered in health clinics or other primary care facilities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,Fully,,,,,,
O_Ins_hlth_clin,Smoking cessation support is cost-covered in health clinics or other primary care facilities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Fully,,,,,,
O_Ins_hlth_clin,Smoking cessation support is cost-covered in health clinics or other primary care facilities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Fully,,,,,,
O_Ins_hlth_clin,Smoking cessation support is cost-covered in health clinics or other primary care facilities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Fully,,,,,,
O_Ins_hlth_clin,Smoking cessation support is cost-covered in health clinics or other primary care facilities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Fully,,,,,,
O_Ins_hosp,Smoking cessation support is cost-covered in hospitals,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,Fully,,,,,,
O_Ins_hosp,Smoking cessation support is cost-covered in hospitals,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,Fully,,,,,,
O_Ins_hosp,Smoking cessation support is cost-covered in hospitals,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,Fully,,,,,,
O_Ins_hosp,Smoking cessation support is cost-covered in hospitals,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Fully,,,,,,
O_Ins_hosp,Smoking cessation support is cost-covered in hospitals,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Fully,,,,,,
O_Ins_hosp,Smoking cessation support is cost-covered in hospitals,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Fully,,,,,,
O_Ins_hosp,Smoking cessation support is cost-covered in hospitals,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Fully,,,,,,
O_Ins_off_hlth_prof,Smoking cessation support is cost-covered in offices of health professionals,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,Partially,,,,,,
O_Ins_off_hlth_prof,Smoking cessation support is cost-covered in offices of health professionals,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,Partially,,,,,,
O_Ins_off_hlth_prof,Smoking cessation support is cost-covered in offices of health professionals,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,Partially,,,,,,
O_Ins_off_hlth_prof,Smoking cessation support is cost-covered in offices of health professionals,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Partially,,,,,,
O_Ins_off_hlth_prof,Smoking cessation support is cost-covered in offices of health professionals,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Partially,,,,,,
O_Ins_off_hlth_prof,Smoking cessation support is cost-covered in offices of health professionals,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Partially,,,,,,
O_Ins_off_hlth_prof,Smoking cessation support is cost-covered in offices of health professionals,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Partially,,,,,,
O_Ins_other,Smoking cessation support is cost-covered in other settings,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,No,,,,,,
O_Ins_other,Smoking cessation support is cost-covered in other settings,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,No,,,,,,
O_Ins_other,Smoking cessation support is cost-covered in other settings,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,No,,,,,,
O_Ins_other,Smoking cessation support is cost-covered in other settings,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,No,,,,,,
O_Ins_other,Smoking cessation support is cost-covered in other settings,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Not applicable,,,,,,
O_Ins_other,Smoking cessation support is cost-covered in other settings,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Not applicable,,,,,,
O_Ins_other,Smoking cessation support is cost-covered in other settings,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Not applicable,,,,,,
O_NRT_EML,Nicotine replacement therapy - on the Essential Medicines List,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4575,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,Data not available,,,,,,
O_NRT_EML,Nicotine replacement therapy - on the Essential Medicines List,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4575,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,No,,,,,,
O_NRT_EML,Nicotine replacement therapy - on the Essential Medicines List,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4575,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,Yes,,,,,,
O_NRT_EML,Nicotine replacement therapy - on the Essential Medicines List,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4575,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Yes,,,,,,
O_NRT_EML,Nicotine replacement therapy - on the Essential Medicines List,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4575,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,No,,,,,,
O_NRT_EML,Nicotine replacement therapy - on the Essential Medicines List,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4575,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,No,,,,,,
O_NRT_EML,Nicotine replacement therapy - on the Essential Medicines List,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4575,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,No,,,,,,
O_NRT_ins,Nicotine replacement therapy - cost covered,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4574,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,No,,,,,,
O_NRT_ins,Nicotine replacement therapy - cost covered,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4574,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,No,,,,,,
O_NRT_ins,Nicotine replacement therapy - cost covered,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4574,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,No,,,,,,
O_NRT_ins,Nicotine replacement therapy - cost covered,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4574,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,No,,,,,,
O_NRT_ins,Nicotine replacement therapy - cost covered,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4574,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,No,,,,,,
O_NRT_ins,Nicotine replacement therapy - cost covered,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4574,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,No,,,,,,
O_NRT_ins,Nicotine replacement therapy - cost covered,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4574,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,No,,,,,,
O_NRT_sold,Nicotine replacement therapy - legally sold,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1309,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,Yes,,,,,,
O_NRT_sold,Nicotine replacement therapy - legally sold,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1309,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,Yes,,,,,,
O_NRT_sold,Nicotine replacement therapy - legally sold,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1309,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,Yes,,,,,,
O_NRT_sold,Nicotine replacement therapy - legally sold,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1309,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Yes,,,,,,
O_NRT_sold,Nicotine replacement therapy - legally sold,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1309,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Yes,,,,,,
O_NRT_sold,Nicotine replacement therapy - legally sold,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1309,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Yes,,,,,,
O_NRT_sold,Nicotine replacement therapy - legally sold,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1309,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Yes,,,,,,
O_NRT_where,Nicotine replacement therapy - place available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1260,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,In a pharmacy without a prescription,,,,,,
O_NRT_where,Nicotine replacement therapy - place available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1260,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,In a pharmacy without a prescription,,,,,,
O_NRT_where,Nicotine replacement therapy - place available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1260,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,In a pharmacy without a prescription,,,,,,
O_NRT_where,Nicotine replacement therapy - place available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1260,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,In a pharmacy without a prescription,,,,,,
O_NRT_where,Nicotine replacement therapy - place available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1260,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,In a pharmacy without a prescription,,,,,,
O_NRT_where,Nicotine replacement therapy - place available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1260,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,In a pharmacy without a prescription,,,,,,
O_NRT_where,Nicotine replacement therapy - place available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1260,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,In a pharmacy without a prescription,,,,,,
O_Quitline,Access to a toll-free quit line,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1288,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,Yes,,,,,,
O_Quitline,Access to a toll-free quit line,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1288,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,Yes,,,,,,
O_Quitline,Access to a toll-free quit line,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1288,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,Yes,,,,,,
O_Quitline,Access to a toll-free quit line,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1288,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Yes,,,,,,
O_Quitline,Access to a toll-free quit line,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1288,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Yes,,,,,,
O_Quitline,Access to a toll-free quit line,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1288,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Yes,,,,,,
O_Quitline,Access to a toll-free quit line,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1288,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Yes,,,,,,
O_Varen_ins,Varenicline - cost covered,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4574,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,No,,,,,,
O_Varen_ins,Varenicline - cost covered,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4574,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,No,,,,,,
O_Varen_ins,Varenicline - cost covered,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4574,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,No,,,,,,
O_Varen_ins,Varenicline - cost covered,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4574,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,No,,,,,,
O_Varen_ins,Varenicline - cost covered,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4574,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Partially,,,,,,
O_Varen_ins,Varenicline - cost covered,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4574,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Partially,,,,,,
O_Varen_ins,Varenicline - cost covered,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4574,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Partially,,,,,,
O_Varen_sold,Varenicline - legally sold,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1256,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,Yes,,,,,,
O_Varen_sold,Varenicline - legally sold,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1256,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,Yes,,,,,,
O_Varen_sold,Varenicline - legally sold,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1256,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,Yes,,,,,,
O_Varen_sold,Varenicline - legally sold,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1256,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Yes,,,,,,
O_Varen_sold,Varenicline - legally sold,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1256,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Yes,,,,,,
O_Varen_sold,Varenicline - legally sold,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1256,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Yes,,,,,,
O_Varen_sold,Varenicline - legally sold,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1256,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Yes,,,,,,
O_Varen_where,Varenicline - place available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1257,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,In a pharmacy with a prescription,,,,,,
